,ID,File_name,Label
0,202400793,OneArgFunction.java,0
1,2024001002,NotificationHubListener.java,0
2,202400712,DispatcherReqRespTests5S_SPEC2_19_ForwardServletActionRequest.java,0
3,202400967,TCsection.java,0
4,2024001326,NumericRange.java,0
5,2024001109,Value.java,0
6,202400738,GetStackSpaceFactory.java,0
7,2024001289,FileExtensionFilter.java,0
8,202400751,WeightedRunningAverage.java,0
9,2024001324,EditPartListener.java,0
10,2024001294,Split.java,0
11,202400770,FXScaleOptionTester.java,0
12,2024001220,InvalidACLException.java,0
13,202400757,SerializableGlobalSumAggregateFunction.java,0
14,202400881,RequestCounter.java,0
15,2024001093,OutputScanner.java,0
16,202400912,ColorPaletteView.java,0
17,202400938,Miniball.java,0
18,2024001382,RdfUtils.java,0
19,2024001081,LockHandler.java,0
20,202400727,ReferenceLookupHelper.java,0
21,202400882,ARecordPointable.java,0
22,2024001352,PublicZooKeeperServerMain.java,0
23,2024001259,LinkFrame.java,0
24,202400854,LinkageError.java,0
25,202400804,BaseWindowConfig.java,0
26,202400900,BasicPanelUI.java,0
27,202400745,ExtendedEntityManagerSynchronization.java,0
28,202400759,SessionPersistenceApi.java,0
29,2024001048,GeneralLtComparisonScalarEvaluatorFactory.java,0
30,202400997,PropertyHandleInputDialog.java,0
31,202400791,PortMapperImpl.java,0
32,2024001126,MaskFormatAnnotationFormatterFactory.java,0
33,2024001140,GitHubUser.java,0
34,202400754,Elevated.java,0
35,2024001117,TAlterSentryRoleDeleteUsersResponseStandardSchemeFactory.java,0
36,202400750,DeleteUserCommandHandler.java,0
37,2024001185,removeSpecNimbus.java,0
38,202400809,Supplier.java,0
39,2024001001,XtextResourceFactory.java,0
40,202400806,FileTag.java,0
41,2024001318,PutFileMetadataRequestStandardScheme.java,0
42,2024001281,StarsRenderer.java,0
43,202400927,CheckpointStatsSnapshot.java,0
44,202400884,DTMDOMException.java,0
45,202400722,TransferProgressUpdatingListener.java,0
46,2024001006,ZStream.java,0
47,2024001022,FileSystemFactoryBean.java,0
48,202400885,Whitespace.java,0
49,2024001115,H2MergerTokenFactory.java,0
50,202400782,DebugTraceBasedRegion.java,0
51,202400831,ScriptDataSetAdapter.java,0
52,2024001248,VersionAction.java,0
53,2024001077,Crc64.java,0
54,2024001372,GoldEventPrinterWithLabels.java,0
55,2024001264,PayerHandler.java,0
56,202400736,DAOAttachment.java,0
57,202400883,JspCalendar.java,0
58,2024001232,ExtTranslator.java,0
59,2024001124,RemoteClientActivator.java,0
60,202400683,DQ_EvaluationMethodTypeCode.java,0
61,2024001231,JFIFPieceSegment.java,0
62,2024001026,GangliaSink30.java,0
63,2024001346,HostEventCreator.java,0
64,202400855,ExceptionalRequestHandler.java,0
65,2024001196,MongoDocumentUpdater.java,0
66,2024001270,CreateViewConstantAction.java,0
67,202400959,FilterComparator.java,0
68,2024001263,IpcServerEndpoint.java,0
69,2024001335,JarFilter.java,0
70,2024001071,School.java,0
71,2024001367,MatcherTransition.java,0
72,2024001288,ChunkedArrayList.java,0
73,202400975,CoordJobsXCommand.java,0
74,202400774,OutgoingMessage.java,0
75,2024001198,ValueInstance.java,0
76,202400865,AvaticaMonitor.java,0
77,2024001290,DefaultUpdatePolicyAnalyzer.java,0
78,2024001284,DocumentTrailerHandler.java,0
79,2024001311,AsynchronousFileIOChannel.java,0
80,2024001103,ConvertTree.java,0
81,2024001203,TaskRemoval.java,0
82,202400704,ResponseFormatterDescriptorJsonParser.java,0
83,2024001217,HttpServer.java,0
